{'str': '4f400b68ac3a46bc4692', 'num': 0.08353987387390249}
{'str': '3b6c9312d9bce37ad237', 'num': 0.186232873658411}
{'str': '796c56992bce350226ed', 'num': 0.2348353725245571}
{'str': 'fe4700a39fcd1784ab53', 'num': 0.8459336659129101}
{'str': '6b3e45a05709f147caea', 'num': 0.30196587111583795}
{'str': '23f9bd9c4bf650e88532', 'num': 0.8358457242718196}
{'str': '55cfa7790a578e9433d9', 'num': 0.4404968003164692}
{'str': '9d7b2d6e74eb7373c7f9', 'num': 0.003892966730925984}
{'str': 'cf325dd463fd29577cfe', 'num': 0.5999371616861444}
{'str': '76da41b611bd4fb7ba11', 'num': 0.725140433129784}
{'str': '132f245e22f68dc40de5', 'num': 0.4000940463175785}
{'str': 'ff597869365f6aa51815', 'num': 0.7870368075429397}
{'str': 'c9653bfe8006cedcc19c', 'num': 0.07397463798077197}
{'str': '47f5e7b6d62fca808b77', 'num': 0.6130708216200065}
{'str': '66a1a0256762432ce87c', 'num': 0.678538481736572}
{'str': 'ebbceda1d66c7d016622', 'num': 0.527024952244881}
{'str': 'eaa1c9cc48b07d7b4eda', 'num': 0.9299708485704922}
{'str': 'f31050956c36d46a9c63', 'num': 0.4384405208013875}
{'str': '8307ab28364977733fd6', 'num': 0.7745595187437979}
{'str': '08f917834949b93e836b', 'num': 0.992383170034414}
{'str': 'fd9a44d2bb3c7e219475', 'num': 0.5149326977311283}
{'str': '5560b04be8bdb7ef6830', 'num': 0.48420395776487346}
{'str': 'd404f7dc7dd3c9a7f5c4', 'num': 0.1443665248461099}
{'str': 'f413c3c1aa88b7564760', 'num': 0.3165025337362314}
{'str': 'e533d3913215e9af0bb6', 'num': 0.20087911344918663}
{'str': 'd01090c499aec7fa829f', 'num': 0.1781942670626927}
{'str': 'a6804eaceae72f766cbb', 'num': 0.10179477055110697}
{'str': '82361c17a8431ffc494a', 'num': 0.4550678031847497}
{'str': '3b5b04548ea2b571e6f9', 'num': 0.7535689433127046}
{'str': 'f761f05f0abc4dbb503b', 'num': 0.7424888875381334}
{'str': '5dffa26c8dcb8ddcbda4', 'num': 0.8650016754409858}
{'str': '3a762646ab67de9ab4c6', 'num': 0.33044806466276644}
{'str': 'fcc1180d2cfc82254f7a', 'num': 0.22717751656425644}
{'str': '13169d3f979cafb2665f', 'num': 0.28581019423569354}
{'str': 'f7069565018462062b73', 'num': 0.6255746492902164}
{'str': '1cd261356c7c245c1f94', 'num': 0.7630846196249927}
{'str': 'df52c58b496d51f2fda3', 'num': 0.7997580593539448}
{'str': 'dd9061f530394d35128a', 'num': 0.6328307837091557}
{'str': '9887c9c9877e01cefd8e', 'num': 0.5662300142384762}
{'str': 'a3b82b6d97cf6d947c2d', 'num': 0.2286763492791105}
{'str': 'c016feedd513ef175f77', 'num': 0.6969324460688953}
{'str': '14b9bc2b43694d2f59c8', 'num': 0.2732498912317406}
{'str': 'a274132073f1c07f5ab8', 'num': 0.3654583696950022}
{'str': '32c26fe9511d5522bb6b', 'num': 0.49519829457343845}
{'str': '017a73de43f3d617ceb8', 'num': 0.5335998420594221}
{'str': '3e645057d1d2ef015e1d', 'num': 0.18914543261069994}
{'str': '82691db5307a40525b77', 'num': 0.3061518426855627}
{'str': 'cf4de66ddde7df9abd47', 'num': 0.8358461709704995}
{'str': '577eb0d7cf52b5410e09', 'num': 0.9923795998262497}
{'str': '7ce7a717eaa584cd669c', 'num': 0.8948893510897229}
{'str': '2d9bf339a4ac78691c68', 'num': 0.21687213519342718}
{'str': 'f7e618bd0357a5cbf2c6', 'num': 0.792471736990065}
{'str': '96350481786235479bd8', 'num': 0.8764868751528395}
{'str': '23377931a4a87365ece6', 'num': 0.7959894018821545}
{'str': '41eddd3793651d2d4479', 'num': 0.567021628148144}
{'str': 'd99e3b314659ff53e4c7', 'num': 0.4824543602446686}
{'str': 'a7cc0b2d7b911b974574', 'num': 0.6857484923298744}
{'str': 'fffd99be170bddbda407', 'num': 0.48481780848398226}
{'str': '93f3a23aaeefe44a7cae', 'num': 0.3126951784122438}
{'str': 'aa3bba902d16600d2c9a', 'num': 0.6879403249709294}
{'str': '9060d38a4f2887b24585', 'num': 0.4645098728768159}
{'str': '6f71d26a93b8d2401bd3', 'num': 0.32540836413167673}
{'str': '099486218b93547b9613', 'num': 0.39352340307134837}
{'str': 'a7622cb57b06fe442f68', 'num': 0.4676587902349776}
{'str': '0f2567d3115155893adc', 'num': 0.9449406032242637}
{'str': '9b3100e57d58249d4872', 'num': 0.6132118434734545}
{'str': '92080de136edce58a908', 'num': 0.9778630966838714}
{'str': '85c53b3d60c23887ba25', 'num': 0.11666629891795166}
{'str': '6ba66bd9ac1c2d15931f', 'num': 0.4279825624102789}
{'str': '1475e65671527e1bfd48', 'num': 0.20185348724724927}
{'str': '65bd8ac2376a54b13ba5', 'num': 0.19290955056506465}
{'str': '13f637eabf1dbbd460ce', 'num': 0.8094125701257548}
{'str': 'e932e720f3d34d3c329c', 'num': 0.9527752250979418}
{'str': 'cfdf6404f3c4d8f8f50b', 'num': 0.15475734687259934}
{'str': '4715569ac2f003f66326', 'num': 0.1294136397519532}
{'str': 'b8cb34917526adfe4225', 'num': 0.043415709822047344}
{'str': '7611d70648e833729e3d', 'num': 0.48892345771503654}
{'str': 'cc48b6e8c228c7446762', 'num': 0.9121168826843936}
{'str': 'afbb930c473a05820c00', 'num': 0.21414952435174062}
{'str': '59822e16273a8cec5b23', 'num': 0.2381950536810361}
{'str': 'e9407abb4809eb8f8790', 'num': 0.49606953855743174}
{'str': 'df0ff9fda6d6ce5d47eb', 'num': 0.3747404324543153}
{'str': '5aa4d657bae0d7f6402c', 'num': 0.8682167049094218}
{'str': '03bc2c975e035181d5ff', 'num': 0.35954224283337943}
{'str': 'f8a35ba38c16c1fdab81', 'num': 0.1230826333064492}
{'str': '90240b0836aa2ffd99c1', 'num': 0.9890543838045579}
{'str': '77950af4cdddb7e4623c', 'num': 0.8586951395752116}
{'str': '09b55128ec267950ad2d', 'num': 0.3758717000678844}
{'str': '1e4cd7621ada3591c6ee', 'num': 0.4612533207180197}
{'str': '6392f423ec1c48a323cb', 'num': 0.04945648448397322}
{'str': 'a18c854ef9eb5ef51a3e', 'num': 0.5020110888072394}
{'str': '003eb7e30aedfe435da9', 'num': 0.3942056149267781}
{'str': 'ffcc1b87c41810fb0548', 'num': 0.7911825293874771}
{'str': '697be45b7bcc443a8d53', 'num': 0.3527602161555595}
{'str': 'e0e3ba039ae87e52c3c0', 'num': 0.746794092563771}
{'str': '93795a95ed890ee52aea', 'num': 0.07427177343914326}
{'str': '90057725b8a49f1367bf', 'num': 0.5669189794407691}
{'str': 'b42ddc984f1b7e63e8a7', 'num': 0.5860496616329371}
{'str': 'e8761aaf83af01d08019', 'num': 0.26563885691133593}
{'str': '3434c6184b9cbdbf107d', 'num': 0.9579483957732587}
{'str': '19758edf20dd88a5391c', 'num': 0.7796770547308431}
{'str': '01b8ca95adc2eef78905', 'num': 0.9636273762144114}
{'str': '03853222ce1854104671', 'num': 0.965793679099955}
{'str': 'f3d7d4a4ac194819741d', 'num': 0.5861025067883556}
{'str': '970dbb809ada908912f3', 'num': 0.5631074053614717}
{'str': 'f893b9cd96a8894d727c', 'num': 0.25179503300843764}
{'str': '369d6155a43d91aa6e1e', 'num': 0.0865589832961815}
{'str': 'de529f7b7f8bf9510b48', 'num': 0.027723277573504457}
{'str': 'f23b5360f00926519a7f', 'num': 0.27354266781348524}
{'str': 'c9bb44762d020e6ebcbd', 'num': 0.10508499783122549}
{'str': '5f18faf1732e3d0acd1c', 'num': 0.27814654957019225}
{'str': '9ce63c0d7b40c5b1c2c0', 'num': 0.11559951170298777}
{'str': '793d6087009eacf9dc59', 'num': 0.8103145032860323}
{'str': '3c515ee001bbd9143de8', 'num': 0.15212556321879933}
{'str': '3196a9d83bf770cb990b', 'num': 0.9680795067663408}
{'str': 'd24f1619d00c48c74fe9', 'num': 0.7952214118107553}
{'str': 'fef1eba681ea76c9f228', 'num': 0.4933588961467158}
{'str': 'bf0073d96310c550c3e3', 'num': 0.3067183939152859}
{'str': '691220588251d7936cc4', 'num': 0.23477897217094745}
{'str': 'b0bf73891ca0db9f2947', 'num': 0.6152081359453313}
{'str': '35d92182291007c8e0f0', 'num': 0.06027000937157634}
{'str': '47fabe9375512f74a17c', 'num': 0.5238622787774774}
{'str': '966b3730fb43428b21d9', 'num': 0.8048619514462176}
{'str': '6729db558fc51c12cc8f', 'num': 0.6218327173756724}
{'str': 'd66ce81930c290df98e9', 'num': 0.8122966248339814}
{'str': '53c6c682f0b68ecf6503', 'num': 0.439542825325722}
{'str': '07a90ecf8aca15e8d5de', 'num': 0.10872919607861309}
{'str': '2ecdcb74c7833a817680', 'num': 0.17035836835679385}
{'str': '58dd96021b73637bf8fa', 'num': 0.8899914488950575}
{'str': '9d1becdcf0425f06e137', 'num': 0.883405306812387}
{'str': '7d7ff438a2e8d9bd2538', 'num': 0.25433892421488613}
{'str': 'f7eaa2559663a1b30d01', 'num': 0.6128112939906678}
{'str': '3b127454fd48afdb3418', 'num': 0.7362793075485391}
{'str': 'ec169225c1790ecbb35f', 'num': 0.14147416341054664}
{'str': '5e8c467f3e943c924828', 'num': 0.5224313438309398}
{'str': '2cdf2101bc35ee3fd440', 'num': 0.7744993322621752}
{'str': '26cae0ba5f2a89a3355b', 'num': 0.41056276390851343}
{'str': 'a1ae23b4d58aab213e17', 'num': 0.6221794531103096}
{'str': '917464748023d42b16de', 'num': 0.6651973176223802}
{'str': '145dd45ebe757c67beb1', 'num': 0.2155655885387695}
{'str': '2b8bede3881f1e564087', 'num': 0.5781913672952698}
{'str': 'c6580451863deb3cbf9d', 'num': 0.018013661446538376}
{'str': '884d44d19cab05b49961', 'num': 0.8224273439564046}
{'str': '1f74580dbe6b02dbef1f', 'num': 0.8092472785150148}
{'str': 'd1b779d01bbb14be5797', 'num': 0.7645641647359176}
{'str': 'd150d38f9caa1c7fb237', 'num': 0.0673423206047501}
{'str': 'd1c568d2911dc904e053', 'num': 0.8143651324999727}
{'str': '756623dd56aa55804f8d', 'num': 0.41871063481062265}
{'str': '584635b73f696be93311', 'num': 0.7765046370031595}
{'str': '3fbd8a04d19fffa4861d', 'num': 0.04749401276924603}
{'str': 'ead88b7a6007b7cfe168', 'num': 0.5133004381931101}
{'str': 'eb11c44277a3c277a433', 'num': 0.27828207296688046}
{'str': 'c367ade7e5acb5fc5772', 'num': 0.9023480441959448}
{'str': 'b2387b0ca81af80d5c93', 'num': 0.3522396992521808}
{'str': '66ae32938e36b563484f', 'num': 0.005915507953912047}
{'str': '5dc89b535c961621e53e', 'num': 0.4768287205167324}
{'str': '726224d0a36364f94b72', 'num': 0.36108865278152635}
{'str': '48e5ce8a2abec275094f', 'num': 0.7782638597249394}
{'str': '976f8e5f83be03a553da', 'num': 0.25400052777951243}
{'str': 'df21ec4b1d41c23bab8e', 'num': 0.7693760910092633}
{'str': '7e5bb414e014ac82ab3e', 'num': 0.0594193491009356}
{'str': 'd8e000167636fa29bea5', 'num': 0.9026612172145679}
{'str': '817adf92d194ae44860d', 'num': 0.002102784867084373}
{'str': '4e938d8de534a611f189', 'num': 0.6023544263036443}
{'str': '0ac2365d8dd4ddab01d6', 'num': 0.3776984339585979}
{'str': '763e489fb2b8efda6c23', 'num': 0.25403735725917076}
{'str': '607312781771aaad25e6', 'num': 0.2792331513051458}
{'str': '70be67586bfefa7d8678', 'num': 0.1075812777364834}
{'str': '79b4b4b9060aa3217092', 'num': 0.8643209413015397}
{'str': '3d7082d55bb0153a2288', 'num': 0.1482163310800374}
{'str': '40751903ca6be712c2c4', 'num': 0.212946432805307}
{'str': '0bd97b78fb9635ecd71f', 'num': 0.20651900265644474}
{'str': 'ef62c093b14dcb22a4e7', 'num': 0.6656199216702974}
{'str': '129495f845254b51734e', 'num': 0.943327588111736}
{'str': 'ac8ad77866a5d875ab15', 'num': 0.1500125405386975}
{'str': 'ca7239fa22492bfaba78', 'num': 0.668495703391553}
{'str': '3c586294d1db30117203', 'num': 0.49572517465568156}
{'str': '1741e6959fbd629bebc9', 'num': 0.33958768601193323}
{'str': '5202ffbc8d558c65f350', 'num': 0.5859423096619731}
{'str': '33e92cff578774baf989', 'num': 0.0029841695122458933}
{'str': '1b0396c0fb06247c53be', 'num': 0.11685621360186571}
{'str': '751d54f8e869f2e6c326', 'num': 0.9570218795136949}
{'str': 'afdf5b09812867999701', 'num': 0.25058746211607263}
{'str': '9e469fae1950fcd04283', 'num': 0.45102050285052864}
{'str': '96f4fa1cb4a294a6b527', 'num': 0.7326724111299707}
{'str': 'd7a3e65e83ebd6f852c5', 'num': 0.8924343733550034}
{'str': '99226b4fe4f37a0a0931', 'num': 0.14578269600674731}
{'str': '1b0fd33a72e111f9bf8d', 'num': 0.7661265778661732}
{'str': '13389c7966aeb8e2d0cd', 'num': 0.3495276826621856}
{'str': 'f392dddb9347b8195f1a', 'num': 0.14474345593076587}
{'str': '8c12dced229910e83b14', 'num': 0.13347482019414458}
{'str': 'a15b5de9a432ff6f5593', 'num': 0.4083628768476003}
{'str': '0c56f1c7aee77442ce10', 'num': 0.5652244976916774}
{'str': 'c1ac6fb186abae7e3807', 'num': 0.9921120973562902}
{'str': 'deaa3e03b813ef49f9c6', 'num': 0.12039899062178483}
{'str': '8c85eb1764729c4ee17b', 'num': 0.9487982775870516}
{'str': 'c60b3fa1e0b7f79da9fb', 'num': 0.46384931702764187}
{'str': 'd5ac93b31fcc359027c4', 'num': 0.22584856213019977}
{'str': '8c016c17da80ba92a75e', 'num': 0.8468509142039496}
{'str': 'f19613336b3c7359e103', 'num': 0.232090867550794}
{'str': 'c98bbc64739981d78dae', 'num': 0.5599393107491616}
{'str': '2535b0ad168c45e8f968', 'num': 0.04046819874449081}
{'str': '7d86f3d420ef788cd392', 'num': 0.17482006821931373}
{'str': '7843cee3483f812d7f11', 'num': 0.9598275945926272}
{'str': '0c96359cf41efc57ff7b', 'num': 0.6961514429776104}
{'str': '88039458d5fe93710784', 'num': 0.07642772428332223}
{'str': '5b9edffd52ca272dc8ba', 'num': 0.7327149168475062}
{'str': '92ff8282a8b46a331700', 'num': 0.9041360908757535}
{'str': '2efabf84e60c07569264', 'num': 0.6040294427183384}
{'str': 'ec236651cb518de83093', 'num': 0.3609770939530428}
{'str': '0d49a41cb49fff2f80f5', 'num': 0.6624663200030122}
{'str': '1d1d87e952aa2f1e8e20', 'num': 0.954534338915789}
{'str': 'f5674e93cf31fc33a412', 'num': 0.9824404322123534}
{'str': '7fb7ffeeb3269336b65e', 'num': 0.9301128453639378}
{'str': '73af5497030506617336', 'num': 0.9453131254388782}
{'str': '7a23159fd0451f676a57', 'num': 0.48102386692300647}
{'str': 'f4f9bbb76e5774affd3c', 'num': 0.3680360971610609}
{'str': '16e5f46268312a6169c9', 'num': 0.3339698074483809}
{'str': '6421c0d24bc9566e11c0', 'num': 0.45876778069176183}
{'str': '9f68aa9f551c9a6ddd1d', 'num': 0.44834285402663054}
{'str': 'ebe511ad91a98009134b', 'num': 0.5398739658493245}
{'str': '2fcbd421d09df6d1a4be', 'num': 0.264728834187845}
{'str': '2faaec6ede9c47cf6aec', 'num': 0.8631339822266214}
{'str': 'c5c0db50eaab7af67b40', 'num': 0.45730621142049976}
{'str': 'd91570040a1a7f504601', 'num': 0.6000470291989712}
{'str': '3fbd4c8b21c4e5d18925', 'num': 0.3313452667332578}
{'str': 'f31ed4bb0f0a4436d201', 'num': 0.6674709678318232}
{'str': '9f5a61134e3865b1064a', 'num': 0.08676130410473903}
{'str': '53d8a3c08826017d45db', 'num': 0.4621925176650181}
{'str': 'a18d4a7f5077344c180e', 'num': 0.17989872564504839}
{'str': '509c9879c17ae9236447', 'num': 0.15293308982381504}
{'str': '48822fef7295f976af8e', 'num': 0.9011356920164592}
{'str': '063505d467575add7995', 'num': 0.16841910305478247}
{'str': 'e7137ef1e15fbfa92da3', 'num': 0.7638563238110937}
{'str': '8027b5d515f85381e49a', 'num': 0.274852713476595}
{'str': '56edea81828ceb8a837b', 'num': 0.1550193955013024}
{'str': '45f8dd555770d7da7fa2', 'num': 0.4602443643973386}
{'str': '0802ec4c72c71f4f95c0', 'num': 0.09833584462932365}
{'str': 'f65497315f0c38e457a4', 'num': 0.6716272457600231}
{'str': 'fa159f0ec9a0303f7830', 'num': 0.5135477828838024}
{'str': 'b8538f07b95dbb77d333', 'num': 0.23512390429219654}
{'str': 'b18e73a06e2d424393eb', 'num': 0.3109676069682854}
{'str': '7aca61f5e8cebeb67212', 'num': 0.6977497566453671}
{'str': 'd09d3aae1f0f49383fae', 'num': 0.6896384870202465}
{'str': '0a64c2b3103edb81679a', 'num': 0.15016077407893846}
{'str': '45077bc4fe52f2bc2813', 'num': 0.6154672503964433}
{'str': '43b627f9fab5afb2bea7', 'num': 0.1382755032550801}
{'str': '85c8505dbdf84b8c634e', 'num': 0.9727000245735752}
{'str': 'f555e78a915c010f2047', 'num': 0.2737252597529216}
{'str': '3c4f141b5f09cfa35e46', 'num': 0.2067215423520984}
{'str': '727e6370186c32052d3f', 'num': 0.8788581917777099}
{'str': '0a5b893787fab894b28c', 'num': 0.495856329498082}
{'str': '5589587353393a1813a9', 'num': 0.714191687157057}
{'str': '04ea361f55d2b3ad3e03', 'num': 0.046204946767528066}
{'str': 'b871ac21cd50c29cbe74', 'num': 0.49426939594386077}
{'str': '6ada8abdf89125d4c0b6', 'num': 0.05436461771750545}
{'str': 'e84c449349aef4076f4b', 'num': 0.46212400096361694}
{'str': 'caffc5d744fed8707eb6', 'num': 0.8507987032821429}
{'str': '32d3bae419d760617d92', 'num': 0.7185153577505649}
{'str': 'a0ed960aa6d7b8c4f7bf', 'num': 0.9164838565313556}
{'str': '077c0c528bf0e198cae1', 'num': 0.1338247294645224}
{'str': 'ad441a2405f6ad65f37a', 'num': 0.5328600387692359}
{'str': '3c533a6ac53339532adf', 'num': 0.403121526648202}
{'str': '1c3e50bf2486425c72a9', 'num': 0.6694420369843413}
{'str': '96437b459aae8c2ffff3', 'num': 0.6955631108770962}
{'str': '7e8e7a6b1b19a130523f', 'num': 0.20323517158152582}
{'str': 'bc12ef1bc29d9a674b76', 'num': 0.4770570812481213}
{'str': 'fd64a45d786b784b0e61', 'num': 0.4046867961645215}
{'str': '3edf57fc71d8c3eedb5d', 'num': 0.29635452013283925}
{'str': '7e85dffb563a194473f8', 'num': 0.6061851387292109}
{'str': 'bc55bb2db762bf55ccd3', 'num': 0.7503916340229815}
{'str': '4a5fa3a4e49ab3aff019', 'num': 0.5228174353303588}
{'str': 'a5a238d570ba4a051989', 'num': 0.701489700941756}
{'str': '211dcfd1af6fa25cae17', 'num': 0.542524212654836}
{'str': '1afa0cc6106ccf2d8d62', 'num': 0.24520570872912195}
{'str': 'b7b3d8bd32ce6b9a950b', 'num': 0.5172470828079181}
{'str': '5839a0d25d725f319b33', 'num': 0.34996832900545083}
{'str': 'b956b024763a6550e890', 'num': 0.03309165719711138}
{'str': 'b7343c8f37f8a9879d4e', 'num': 0.8284040924647332}
{'str': '172d3f5cd16a5a449631', 'num': 0.5717159027539853}
{'str': '4e3771713920c65c41bf', 'num': 0.8499112694694793}
{'str': '440d444fe1f4daa60dad', 'num': 0.21626821849145106}
{'str': '1173acaf1d1fed90f833', 'num': 0.4210972980191572}
{'str': 'e35061edd3b5d0cfac16', 'num': 0.5510155025253339}
{'str': 'd416f05ce6dd5a0a2195', 'num': 0.8992454193347259}
{'str': '62d5910787643679a9bb', 'num': 0.231622504277037}
{'str': '6ee438121cb90fa5072c', 'num': 0.44165094483302625}
{'str': 'a830444ee5a7a88f9c4d', 'num': 0.3739613441757158}
{'str': 'd7f48717cbb592c673de', 'num': 0.5194373336041234}
{'str': '0e6a97ff2d843aaf2cfb', 'num': 0.7703663897127961}
{'str': '2978dfe33ba053e2d1a7', 'num': 0.5397958259861936}
{'str': '0b84db2c3c1fb804fda3', 'num': 0.1706992247531074}
{'str': 'a845b5fcf2f03078baad', 'num': 0.21449971710886773}
{'str': 'a67f87b5982dd3031cc5', 'num': 0.45629973311240557}
{'str': '2f8691bba84ef2a966ae', 'num': 0.6471689425469845}
{'str': 'cb369a87c6d3866f6b56', 'num': 0.5555093500750732}
{'str': 'a4a5cb654c1910525be7', 'num': 0.4769735708598768}
{'str': '59cf4cae0e441798ae89', 'num': 0.04454312806334737}
{'str': '3eccf97772ad201ef5e8', 'num': 0.6960138849588082}
{'str': 'cdcaa3b3a308e58fd78c', 'num': 0.9400437526622502}
{'str': 'eaee89cc6a191b3f1149', 'num': 0.7660887284147115}
{'str': '69c955f8ed442d570241', 'num': 0.7667204553063198}
{'str': '37243287b0429197d836', 'num': 0.4041797873875622}
{'str': 'fce224048ec0671f263f', 'num': 0.3111326636497551}
{'str': '783b0336cc8b961c7b65', 'num': 0.6671009549119419}
{'str': '11d50a1f8e1743e305c3', 'num': 0.6668453270888798}
{'str': '037339033c273c930ba8', 'num': 0.8062173898395311}
{'str': 'c585e152977365ad6e7a', 'num': 0.34970167435509814}
{'str': '4c606ae9092c90dcfbba', 'num': 0.9902221034857772}
{'str': '2c7da6dea8d9f92a4e27', 'num': 0.848288173149055}
{'str': 'c5008ecfef5e081e5c7e', 'num': 0.3577684608394436}
{'str': 'b58579e9f1d6c2a2e535', 'num': 0.9440815455584708}
{'str': '73c858ff26e710eeb042', 'num': 0.19603010965365597}
{'str': '87caffa4f182971b77aa', 'num': 0.5427841504625681}
{'str': '07da2b4425b86ec4e2fa', 'num': 0.7416557507422993}
{'str': '82d0006c71e9db265505', 'num': 0.45346274849594326}
{'str': 'b3aeeced62fb1d02370b', 'num': 0.8683107737949983}
{'str': 'ad52e63c93c4e2a6979a', 'num': 0.5475926005800129}
{'str': 'e51022c63203ffe6447e', 'num': 0.6918542267665276}
{'str': 'f787ab3086bd82cfa2df', 'num': 0.2912376317214186}
{'str': '619e11e102d4908ae10a', 'num': 0.1655222858451667}
{'str': 'f9f650f2b0e29c9d183d', 'num': 0.04800180494424855}
{'str': 'cb584fe150c11a230152', 'num': 0.32184367096415356}
{'str': '661a510a5e59fcc27505', 'num': 0.38879203098855863}
{'str': '02c79dc63972fcf20eef', 'num': 0.3778447786053698}
{'str': 'c8924086736ddf2afb73', 'num': 0.09086475759978907}
{'str': 'c18941f10b86e00056b6', 'num': 0.22312217438681037}
{'str': 'a8c482820ad35cf94c67', 'num': 0.7362384554284502}
{'str': 'ce766057091d9da07cf6', 'num': 0.9236926875974986}
{'str': 'df2d68c225ef17a867c9', 'num': 0.8128570698413591}
{'str': 'a9fc4311558ce6d20ea8', 'num': 0.5403203023341853}
{'str': '81b089e8e99b88c96f67', 'num': 0.43584343861731556}
{'str': 'fd237e638111ba17f851', 'num': 0.3849276651147956}
{'str': '4b984fb37b3d62007520', 'num': 0.4793010403892478}
{'str': 'f4a25c480c98fa1e62e5', 'num': 0.5089457044395972}
{'str': '99402fb382433bb972f2', 'num': 0.33044069691301814}
{'str': 'cb19502423e029f597a8', 'num': 0.26146319909252413}
{'str': '43313b6832f62c08cc47', 'num': 0.20986888138029192}
{'str': 'e3c4c5d8aef32aa3c416', 'num': 0.1336705894527609}
{'str': 'ac01bdbec14e0d23caaa', 'num': 0.029274997742537723}
{'str': 'f1aa379fda70a45c6b8b', 'num': 0.1558570260442913}
{'str': 'c190658fd2ab2a1e9681', 'num': 0.8312352103435491}
{'str': '939af8570d127d746138', 'num': 0.266235165376808}
{'str': '851a5650955cee6df24a', 'num': 0.6800051495751704}
{'str': '1220f032c35e465d0579', 'num': 0.659065425070234}
{'str': 'ea5225557c1c529764f4', 'num': 0.583588018035499}
{'str': 'bf4e14d0b12a3a48de72', 'num': 0.14325778337643402}
{'str': '3b4618e8ad6bbd6c779d', 'num': 0.870447034979273}
{'str': 'eba1a112a521666b88aa', 'num': 0.8050966371080115}
{'str': 'fbd6c81eab66e213687f', 'num': 0.401613143516673}
{'str': 'e81520a37c3e22c5db81', 'num': 0.10003366338068731}
{'str': '09b85fb8aaca28c2fed6', 'num': 0.1356360964764366}
{'str': '5dc26df6fcbd37b7b127', 'num': 0.3224015205694757}
{'str': '07f78e2a50ccac1d75b1', 'num': 0.6664499289126821}
{'str': '6c3bd7403c57c4c8db07', 'num': 0.13656176726107405}
{'str': '69f01f9164345ff10c00', 'num': 0.689798190247097}
{'str': 'ef1db5fc323127d08db0', 'num': 0.18979139501999565}
{'str': '5834368df5e8a91e5810', 'num': 0.9672425540832367}
{'str': '82da2ead461abee91fd4', 'num': 0.7835947220821385}
{'str': '851707a23103eb5f7ff0', 'num': 0.848197748770196}
{'str': '2340faa769afa16418d3', 'num': 0.5061189816096141}
{'str': '591f2168940394ed6313', 'num': 0.4721921612848652}
{'str': 'ab1245c2ae62570e66a4', 'num': 0.06949061307606363}
{'str': '4eef374d9644bf967f96', 'num': 0.8977581832362066}
{'str': 'bc4d7c72563bd15c9aac', 'num': 0.43935486125186296}
{'str': '5e7d1247be924ce8687b', 'num': 0.8564030110169711}
{'str': '21ab3bb69c6c09803e26', 'num': 0.2570866069261668}
{'str': 'c25a615bd6e026d3a770', 'num': 0.8615613376414953}
{'str': '68d0f0ab2da3e4a0ee1e', 'num': 0.37538320415452875}
{'str': '5e8098691629c566a963', 'num': 0.5643008099370622}
{'str': 'd318ed00ebc46745275a', 'num': 0.7209421566868769}
{'str': 'cb188f4e684fef45f6a7', 'num': 0.6629781193184932}
{'str': '25737577fa61c6a3e224', 'num': 0.6458212294228689}
{'str': '52fcad0e330d6d0b2140', 'num': 0.9445501626323364}
{'str': 'fd103b5252b2c7cef3c1', 'num': 0.5581837577016096}
{'str': 'f471e7fe37e397832999', 'num': 0.4956565504839091}
{'str': '45364a8e3d3b4de262e7', 'num': 0.31519056635409426}
{'str': 'baa2bca2950f9afd338a', 'num': 0.8427686506260955}
{'str': '87a77e537af0808af124', 'num': 0.016279040665058808}
{'str': 'b80888740f515fae101b', 'num': 0.47765478088019453}
{'str': '69d27561b0cb1576599c', 'num': 0.6617525228775314}
{'str': '8b9e810aaaf850a4d824', 'num': 0.027295495121626767}
{'str': '6871df233fe6b4f2e0eb', 'num': 0.32850664814930974}
{'str': '4bd80c5fe748b27cb9ee', 'num': 0.06929010713605055}
{'str': 'b88a5de3b6afc6d312c6', 'num': 0.12162422531975725}
{'str': 'fd6dab5864631aa5fe67', 'num': 0.18792801233629042}
{'str': 'a206f055b791a7ff0934', 'num': 0.8651737100060157}
{'str': '7f59fae0aa30632def9b', 'num': 0.7761353727843585}
{'str': '770ac1c70475c31b3e58', 'num': 0.34737143160942985}
{'str': '31d44cfe8c7e8d041261', 'num': 0.9842506588999534}
{'str': 'aaddb7f69b8fbb704fc0', 'num': 0.5524147473604103}
{'str': 'fcc509e3493fe4c00b27', 'num': 0.9467666945384193}
{'str': '53b1095d070a24ea7fd7', 'num': 0.17773803821894163}
{'str': '4222daf554e02e5e79e4', 'num': 0.37137630870238425}
{'str': '4906b11faaa6a6dd6c4d', 'num': 0.3505306924070959}
{'str': '506383201425a3c6327c', 'num': 0.12058875568163463}
{'str': 'a17c7943a8f3a9dc49e2', 'num': 0.2020343301902473}
{'str': '8b531e551223341758b5', 'num': 0.9946742107890901}
{'str': 'b5b866f202ceb78c92bd', 'num': 0.7452083774957369}
{'str': 'dca24d4e45635647d77d', 'num': 0.20714932029343125}
{'str': '95294ee2c0148d5e8341', 'num': 0.003999277657070199}
{'str': 'dabbfde07dddfc45f475', 'num': 0.5626770134357667}
{'str': '3657bbdfdcf49de766fa', 'num': 0.2533249998623861}
{'str': '84e35e665d7bd80e2275', 'num': 0.04993445372809513}
{'str': '8202f9dffc60939110cb', 'num': 0.8658238514218656}
